provinceid,citycode,timepoint,timepointstr,area,positionname,stationcode,co,co_24h,latitude,longitude,measure,no2,no2_24h,o3,o3_24h,o3_8h,o3_8h_24h,pm10,pm10_24h,pm2_5,pm2_5_24h,so2,so2_24h,aqi,colevel,no2level,o3level,o3_8hlevel,pm10level,pm2_5level,so2level,primarypollutant,quality,unheathful,orderid,ispublish,no,no_24h,nox,nox_24h
20,451300,2024-05-11T1800,2024年05月11日 18时,来宾市,兴宾区政府,3535A,0.6,0.7,23.7297,109.1781,各类人群可正常活动,6,9,77,—,76,76,29,35,14,23,5,7,29,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
20,451300,2024-05-11T1800,2024年05月11日 18时,来宾市,中南小学,4002A,0.7,0.8,23.7461,109.2416,各类人群可正常活动,5,12,87,—,85,85,36,43,25,26,7,7,36,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
28,620100,2024-05-11T1800,2024年05月11日 18时,兰州市,兰炼宾馆,1476A,0.2,0.3,36.1031,103.631,极少数异常敏感人群应减少户外活动,15,28,153,—,132,132,56,39,29,25,6,5,53,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
28,620100,2024-05-11T1800,2024年05月11日 18时,兰州市,榆中兰大校区,1477A,—,—,35.9454,104.1373,—,—,—,—,—,—,—,—,—,—,—,—,—,—,0,0,0,0,0,0,0,—,—,—,1,False,—,—,—,—
28,620100,2024-05-11T1800,2024年05月11日 18时,兰州市,生物制品所,1478A,0.2,0.3,36.0726,103.8412,各类人群可正常活动,15,32,140,—,116,116,49,45,28,36,10,12,49,1,1,1,2,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
28,620100,2024-05-11T1800,2024年05月11日 18时,兰州市,铁路设计院,1479A,0.3,0.4,36.0464,103.831,极少数异常敏感人群应减少户外活动,22,37,140,—,114,114,59,48,19,23,9,11,55,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
28,620100,2024-05-11T1800,2024年05月11日 18时,兰州市,教育港,3186A,0.4,0.4,36.1058,103.7158,极少数异常敏感人群应减少户外活动,9,20,162,—,132,132,71,48,30,26,7,7,61,1,1,2,3,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
28,620100,2024-05-11T1800,2024年05月11日 18时,兰州市,百合公园,3241A,0.3,0.3,36.0842,103.7439,极少数异常敏感人群应减少户外活动,11,25,146,—,119,119,82,42,23,19,5,4,66,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
28,620100,2024-05-11T1800,2024年05月11日 18时,兰州市,和平,3242A,0.4,0.5,35.998,103.9611,极少数异常敏感人群应减少户外活动,12,22,145,—,126,126,58,47,18,16,8,10,54,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
28,629900,2024-05-11T1800,2024年05月11日 18时,兰州新区,新区管委会,3245A,0.3,0.4,36.533,103.6633,极少数异常敏感人群应减少户外活动,6,11,140,—,121,121,64,43,30,21,8,11,57,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
28,629900,2024-05-11T1800,2024年05月11日 18时,兰州新区,舟曲中学,3246A,0.3,0.4,36.4789,103.6975,极少数异常敏感人群应减少户外活动,6,10,136,—,121,121,81,47,19,20,9,13,66,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
3,131000,2024-05-11T1800,2024年05月11日 18时,廊坊市,药材公司,1067A,0.4,0.4,39.5111,116.6708,各类人群可正常活动,6,10,105,—,102,102,43,301,0,148,3,2,43,1,1,1,2,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
3,131000,2024-05-11T1800,2024年05月11日 18时,廊坊市,开发区,1068A,0.3,0.2,39.5589,116.7214,各类人群可正常活动,8,10,105,—,102,102,45,291,11,57,1,1,45,1,1,1,2,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
3,131000,2024-05-11T1800,2024年05月11日 18时,廊坊市,北华航天学院,1070A,0.2,0.2,39.5269,116.7244,极少数异常敏感人群应减少户外活动,12,12,103,—,101,101,92,334,21,68,3,2,71,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
3,131000,2024-05-11T1800,2024年05月11日 18时,廊坊市,河北工业大学,2919A,0.2,0.2,39.5453,116.7022,各类人群可正常活动,6,9,101,—,99,99,49,302,14,68,3,3,49,1,1,1,2,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
23,511100,2024-05-11T1800,2024年05月11日 18时,乐山市,花湖湾,2535A,0.5,0.7,29.5462,103.7723,—,11,15,88,—,71,71,—,34,15,26,3,3,—,1,1,1,1,0,1,1,—,—,—,1,False,—,—,—,—
23,511100,2024-05-11T1800,2024年05月11日 18时,乐山市,牛耳桥,2536A,0.4,0.6,29.5844,103.7627,各类人群可正常活动,18,22,90,—,79,79,30,34,13,26,4,6,30,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
23,511100,2024-05-11T1800,2024年05月11日 18时,乐山市,市第三水厂,2537A,0.4,0.5,29.6006,103.7508,各类人群可正常活动,20,20,81,—,75,75,38,34,16,24,3,4,38,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
23,511100,2024-05-11T1800,2024年05月11日 18时,乐山市,市监测站,2538A,0.3,0.6,29.5664,103.7571,各类人群可正常活动,9,15,92,—,83,83,32,35,19,24,5,7,32,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
23,511100,2024-05-11T1800,2024年05月11日 18时,乐山市,理工大学,3361A,0.3,0.6,29.5628,103.7311,各类人群可正常活动,9,16,89,—,79,79,33,34,19,25,6,7,33,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
25,530700,2024-05-11T1800,2024年05月11日 18时,丽江市,西南郊,2598A,—,—,26.8576,100.2143,—,—,—,—,—,—,—,—,—,—,—,—,—,—,0,0,0,0,0,0,0,—,—,—,1,False,—,—,—,—
25,530700,2024-05-11T1800,2024年05月11日 18时,丽江市,丽江古城,2599A,0.5,0.5,26.8802,100.2497,各类人群可正常活动,11,11,127,—,131,131,38,29,16,18,6,6,40,1,1,1,2,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
25,530700,2024-05-11T1800,2024年05月11日 18时,丽江市,市中心,2600A,0.6,0.5,26.8906,100.2203,各类人群可正常活动,13,11,123,—,130,130,22,22,12,12,9,9,39,1,1,1,2,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
11,331100,2024-05-11T1800,2024年05月11日 18时,丽水市,监测站大楼,1267A,0.7,0.3,28.4514,119.914,极少数异常敏感人群应减少户外活动,19,18,70,—,69,69,51,32,28,29,2,3,51,1,1,1,1,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
11,331100,2024-05-11T1800,2024年05月11日 18时,丽水市,莲都小学,1268A,0.6,0.4,28.4586,119.93,各类人群可正常活动,20,25,69,—,69,69,35,37,22,22,4,4,35,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
11,331100,2024-05-11T1800,2024年05月11日 18时,丽水市,余庄前,1269A,0.6,0.5,28.4231,119.879,各类人群可正常活动,22,17,65,—,62,62,36,35,25,25,3,4,36,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
10,320700,2024-05-11T1800,2024年05月11日 18时,连云港市,市环境监测站,1173A,0.2,0.3,34.5885,119.176,儿童、老年人和心脏病、肺病患者应停留在室内，停止户外运动，一般人群减少户外运动,11,19,94,—,89,89,351,187,78,62,6,7,202,1,1,1,1,5,3,1,颗粒物(PM10),重度污染,心脏病和肺病患者症状显著加剧，运动耐受力降低，健康人群普遍出现症状,1,False,—,—,—,—
10,320700,2024-05-11T1800,2024年05月11日 18时,连云港市,德源药业,3000A,0.3,0.5,34.6972,119.3581,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,16,18,94,—,94,92,298,178,70,55,5,6,174,1,1,1,1,4,2,1,颗粒物(PM10),中度污染,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,1,False,—,—,—,—
10,320700,2024-05-11T1800,2024年05月11日 18时,连云港市,新城一中,3007A,0.5,0.7,34.844,119.178,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,20,23,107,—,104,98,273,137,104,50,5,7,162,1,1,1,2,4,3,1,颗粒物(PM10),中度污染,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,1,False,—,—,—,—
10,320700,2024-05-11T1800,2024年05月11日 18时,连云港市,胡沟管理处,3008A,0.3,0.5,34.7519,119.3608,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,42,14,71,—,123,86,302,168,63,49,9,8,176,1,1,1,1,4,2,1,颗粒物(PM10),中度污染,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,1,False,—,—,—,—
10,320700,2024-05-11T1800,2024年05月11日 18时,连云港市,矿山设计院,3009A,0.5,0.7,34.5911,119.1478,儿童、老年人和心脏病、肺病患者应停留在室内，停止户外运动，一般人群减少户外运动,16,20,92,—,90,90,359,203,92,60,6,8,213,1,1,1,1,5,3,1,颗粒物(PM10),重度污染,心脏病和肺病患者症状显著加剧，运动耐受力降低，健康人群普遍出现症状,1,False,—,—,—,—
10,320700,2024-05-11T1800,2024年05月11日 18时,连云港市,工贸学校,3434A,0.4,0.6,34.6539,119.2413,儿童、老年人和心脏病、肺病患者应停留在室内，停止户外运动，一般人群减少户外运动,14,13,100,—,124,99,372,204,89,56,6,9,232,1,1,1,1,5,3,1,颗粒物(PM10),重度污染,心脏病和肺病患者症状显著加剧，运动耐受力降低，健康人群普遍出现症状,1,False,—,—,—,—
10,320700,2024-05-11T1800,2024年05月11日 18时,连云港市,连云街道,3664A,0.4,0.7,34.7341,119.4172,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,6,13,122,—,140,100,314,158,63,47,3,5,182,1,1,1,2,4,2,1,颗粒物(PM10),中度污染,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,1,False,—,—,—,—
23,513400,2024-05-11T1800,2024年05月11日 18时,凉山彝族自治州,青龙寺,2571A,0.5,0.5,27.8099,102.3431,各类人群可正常活动,5,8,77,—,83,75,7,15,2,7,6,6,25,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
23,513400,2024-05-11T1800,2024年05月11日 18时,凉山彝族自治州,邛海宾馆,2572A,0.6,0.6,27.8415,102.2721,各类人群可正常活动,9,12,86,—,91,91,10,15,4,8,10,10,27,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
23,513400,2024-05-11T1800,2024年05月11日 18时,凉山彝族自治州,西昌市政府,2573A,0.5,0.5,27.898,102.2625,各类人群可正常活动,9,7,78,—,89,86,11,16,9,10,8,9,25,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
23,513400,2024-05-11T1800,2024年05月11日 18时,凉山彝族自治州,凉山州政府,2574A,0.5,0.5,27.8851,102.2685,各类人群可正常活动,11,9,77,—,88,86,12,18,7,11,7,8,25,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
23,513400,2024-05-11T1800,2024年05月11日 18时,凉山彝族自治州,长安,2575A,0.6,0.7,27.8914,102.237,各类人群可正常活动,11,14,85,—,92,92,12,23,7,13,10,13,27,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
6,211000,2024-05-11T1800,2024年05月11日 18时,辽阳市,宏伟区,2212A,0.5,0.5,41.1953,123.2,极少数异常敏感人群应减少户外活动,16,11,65,—,89,88,68,106,19,20,10,10,59,1,1,1,1,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
6,211000,2024-05-11T1800,2024年05月11日 18时,辽阳市,新华园,2213A,0.5,0.5,41.2495,123.1683,极少数异常敏感人群应减少户外活动,22,12,62,—,94,92,76,113,20,24,9,10,63,1,1,1,1,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
6,211000,2024-05-11T1800,2024年05月11日 18时,辽阳市,滨河路,2214A,0.3,0.3,41.2639,123.2354,极少数异常敏感人群应减少户外活动,13,10,70,—,95,94,104,131,49,39,7,8,77,1,1,1,1,2,2,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
6,211000,2024-05-11T1800,2024年05月11日 18时,辽阳市,铁西工业园,2215A,0.3,0.4,41.2991,123.149,极少数异常敏感人群应减少户外活动,18,12,62,—,94,91,101,123,14,27,11,11,76,1,1,1,1,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
7,220400,2024-05-11T1800,2024年05月11日 18时,辽源市,环保局,2227A,0.5,0.4,42.8845,125.1358,极少数异常敏感人群应减少户外活动,5,7,80,—,100,96,84,50,9,12,6,6,67,1,1,1,1,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
7,220400,2024-05-11T1800,2024年05月11日 18时,辽源市,银鹰制药,3239A,0.4,0.4,42.9078,125.0764,极少数异常敏感人群应减少户外活动,13,12,71,—,92,90,109,67,15,15,18,9,80,1,1,1,1,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
15,371500,2024-05-11T1800,2024年05月11日 18时,聊城市,区政府,1625A,0.4,0.6,36.4372,115.9848,极少数异常敏感人群应减少户外活动,8,11,134,—,116,116,102,268,29,53,4,4,76,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
15,371500,2024-05-11T1800,2024年05月11日 18时,聊城市,聊大东校,2878A,0.4,0.5,36.4343,116.0072,极少数异常敏感人群应减少户外活动,8,10,134,—,116,116,116,273,23,54,4,5,83,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
15,371500,2024-05-11T1800,2024年05月11日 18时,聊城市,监控中心,3200A,0.3,0.4,36.4978,115.9819,极少数异常敏感人群应减少户外活动,4,8,136,—,116,116,92,213,14,38,5,6,71,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
15,371500,2024-05-11T1800,2024年05月11日 18时,聊城市,九州社区,3513A,0.3,0.4,36.4361,116.0445,极少数异常敏感人群应减少户外活动,6,10,139,—,122,122,128,250,35,54,1,5,89,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
15,371500,2024-05-11T1800,2024年05月11日 18时,聊城市,星美广场,4018A,0.4,0.5,36.4608,116.0567,极少数异常敏感人群应减少户外活动,12,14,138,—,119,119,141,273,35,50,5,6,96,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
26,542600,2024-05-11T1800,2024年05月11日 18时,林芝市,林芝监测站,2632A,—,0.5,29.6376,94.3681,—,2,3,129,—,110,110,29,7,20,8,6,6,—,0,1,1,2,1,1,1,—,—,—,1,False,—,—,—,—
26,542600,2024-05-11T1800,2024年05月11日 18时,林芝市,林芝人民医院,2633A,0.3,0.4,29.6616,94.3616,各类人群可正常活动,6,6,134,—,112,112,20,11,8,6,7,7,42,1,1,1,2,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
25,530900,2024-05-11T1800,2024年05月11日 18时,临沧市,市环保局,2603A,0.2,0.2,23.8982,100.0781,各类人群可正常活动,7,11,122,—,107,107,29,27,22,20,6,7,39,1,1,1,2,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
25,530900,2024-05-11T1800,2024年05月11日 18时,临沧市,市气象局,2604A,0.6,0.6,23.8822,100.0894,各类人群可正常活动,8,14,118,—,105,105,25,26,23,22,6,7,37,1,1,1,2,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
4,141000,2024-05-11T1800,2024年05月11日 18时,临汾市,临钢医院,1733A,0.3,0.4,36.0783,111.5531,极少数异常敏感人群应减少户外活动,14,11,120,—,119,119,98,217,9,37,5,6,74,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
4,141000,2024-05-11T1800,2024年05月11日 18时,临汾市,技工学校,1734A,0.2,0.3,36.0714,111.5028,极少数异常敏感人群应减少户外活动,12,14,124,—,120,120,69,172,24,39,2,4,60,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
4,141000,2024-05-11T1800,2024年05月11日 18时,临汾市,市委,1736A,0.5,0.7,36.0855,111.5018,极少数异常敏感人群应减少户外活动,3,5,135,—,128,128,83,203,25,42,5,7,67,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
4,141000,2024-05-11T1800,2024年05月11日 18时,临汾市,唐尧大酒店,3018A,0.3,0.4,36.1014,111.505,极少数异常敏感人群应减少户外活动,9,10,124,—,119,119,88,196,16,37,3,5,69,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
4,141000,2024-05-11T1800,2024年05月11日 18时,临汾市,城南,3668A,0.2,0.4,36.0414,111.5036,极少数异常敏感人群应减少户外活动,14,14,126,—,121,121,78,176,20,39,4,6,64,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
28,622900,2024-05-11T1800,2024年05月11日 18时,临夏回族自治州,环保局,2667A,0.2,0.3,35.5993,103.2069,极少数异常敏感人群应减少户外活动,2,6,119,—,100,100,54,49,20,23,3,3,52,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
28,622900,2024-05-11T1800,2024年05月11日 18时,临夏回族自治州,建设大厦,2668A,0.2,0.3,35.6057,103.2417,各类人群可正常活动,4,6,122,—,105,105,44,44,22,18,8,8,44,1,1,1,2,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
15,371300,2024-05-11T1800,2024年05月11日 18时,临沂市,沂河小区,1618A,0.2,0.4,35.0532,118.3429,儿童、老年人和病人应当留在室内，避免体力消耗，一般人群应避免户外活动,20,23,112,—,100,100,432,267,201,99,6,12,315,1,1,1,2,6,5,1,颗粒物(PM10),严重污染,健康人群运动耐受力降低，有明显强烈症状，提前出现某些疾病,1,False,—,—,—,—
15,371300,2024-05-11T1800,2024年05月11日 18时,临沂市,鲁南制药厂,1619A,0.3,0.4,35.0583,118.295,儿童、老年人和心脏病、肺病患者应停留在室内，停止户外运动，一般人群减少户外运动,17,19,123,—,112,112,395,247,148,75,7,9,265,1,1,1,2,5,4,1,颗粒物(PM10),重度污染,心脏病和肺病患者症状显著加剧，运动耐受力降低，健康人群普遍出现症状,1,False,—,—,—,—
15,371300,2024-05-11T1800,2024年05月11日 18时,临沂市,新光毛纺厂,1620A,0.5,0.5,34.9976,118.2794,儿童、老年人和病人应当留在室内，避免体力消耗，一般人群应避免户外活动,14,21,120,—,108,108,461,254,80,56,6,10,352,1,1,1,2,6,3,1,颗粒物(PM10),严重污染,健康人群运动耐受力降低，有明显强烈症状，提前出现某些疾病,1,False,—,—,—,—
15,371300,2024-05-11T1800,2024年05月11日 18时,临沂市,河东保险公司,1621A,0.3,0.3,35.0888,118.3956,儿童、老年人和心脏病、肺病患者应停留在室内，停止户外运动，一般人群减少户外运动,14,18,117,—,101,101,383,243,130,71,4,9,248,1,1,1,2,5,4,1,颗粒物(PM10),重度污染,心脏病和肺病患者症状显著加剧，运动耐受力降低，健康人群普遍出现症状,1,False,—,—,—,—
15,371300,2024-05-11T1800,2024年05月11日 18时,临沂市,十里堡居委,3370A,0.3,0.4,35.0215,118.3564,儿童、老年人和病人应当留在室内，避免体力消耗，一般人群应避免户外活动,16,21,121,—,105,105,442,267,132,105,6,12,328,1,1,1,2,6,4,1,颗粒物(PM10),严重污染,健康人群运动耐受力降低，有明显强烈症状，提前出现某些疾病,1,False,—,—,—,—
15,371300,2024-05-11T1800,2024年05月11日 18时,临沂市,南坊新区,3496A,0.4,0.5,35.1084,118.3604,儿童、老年人和心脏病、肺病患者应停留在室内，停止户外运动，一般人群减少户外运动,19,19,117,—,108,108,412,248,100,65,6,11,289,1,1,1,2,5,3,1,颗粒物(PM10),重度污染,心脏病和肺病患者症状显著加剧，运动耐受力降低，健康人群普遍出现症状,1,False,—,—,—,—
15,371300,2024-05-11T1800,2024年05月11日 18时,临沂市,皇山花园小区,3860A,0.4,0.5,35.0300,118.3920,儿童、老年人和病人应当留在室内，避免体力消耗，一般人群应避免户外活动,14,18,115,—,105,105,439,279,88,65,9,13,324,1,1,1,2,6,3,1,颗粒物(PM10),严重污染,健康人群运动耐受力降低，有明显强烈症状，提前出现某些疾病,1,False,—,—,—,—
20,450200,2024-05-11T1800,2024年05月11日 18时,柳州市,柳东小学,1870A,0.5,0.5,24.3895,109.4856,各类人群可正常活动,7,9,95,—,84,84,28,32,21,19,6,7,30,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
20,450200,2024-05-11T1800,2024年05月11日 18时,柳州市,环保监测站,1871A,0.6,0.7,24.3277,109.4157,各类人群可正常活动,7,9,90,—,79,79,37,39,9,21,7,7,37,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
20,450200,2024-05-11T1800,2024年05月11日 18时,柳州市,河西水厂,1872A,0.8,0.8,24.341,109.389,各类人群可正常活动,6,8,90,—,77,77,37,40,29,22,6,6,42,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
20,450200,2024-05-11T1800,2024年05月11日 18时,柳州市,市四中,1873A,0.7,0.7,24.2921,109.4311,各类人群可正常活动,7,10,93,—,81,81,39,39,22,21,5,5,39,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
20,450200,2024-05-11T1800,2024年05月11日 18时,柳州市,市九中,1874A,—,0.6,24.3631,109.4006,—,—,14,—,—,58,—,—,43,—,21,—,6,—,0,0,0,0,0,0,0,—,—,—,1,False,—,—,—,—
20,450200,2024-05-11T1800,2024年05月11日 18时,柳州市,古亭山,1875A,0.5,0.5,24.3134,109.4958,各类人群可正常活动,10,11,92,—,82,82,36,35,21,19,4,5,36,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
20,450200,2024-05-11T1800,2024年05月11日 18时,柳州市,市二中,3402A,0.4,0.4,24.3996,109.5422,各类人群可正常活动,9,11,91,—,82,82,38,34,18,18,8,9,38,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
12,341500,2024-05-11T1800,2024年05月11日 18时,六安市,监测大楼,2307A,0.7,0.6,31.737,116.5079,极少数异常敏感人群应减少户外活动,10,11,109,—,80,80,110,37,45,28,6,5,80,1,1,1,2,2,2,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
12,341500,2024-05-11T1800,2024年05月11日 18时,六安市,皖西学院,2308A,0.7,0.6,31.7643,116.4738,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,13,9,104,—,93,87,156,48,46,26,6,3,103,1,1,1,2,3,2,1,颗粒物(PM10),轻度污染,易感人群症状有轻度加剧，健康人群出现刺激症状,1,False,—,—,—,—
12,341500,2024-05-11T1800,2024年05月11日 18时,六安市,朝阳厂,2309A,0.4,0.4,31.7905,116.4996,极少数异常敏感人群应减少户外活动,8,8,98,—,79,73,125,37,38,28,6,6,88,1,1,1,1,2,2,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
12,341500,2024-05-11T1800,2024年05月11日 18时,六安市,开发区,2310A,0.7,0.7,31.7886,116.5567,极少数异常敏感人群应减少户外活动,17,13,105,—,80,80,138,48,49,31,9,9,94,1,1,1,2,2,2,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
24,520200,2024-05-11T1800,2024年05月11日 18时,六盘水市,窑上,2576A,—,—,26.5892,104.8,—,—,—,—,—,—,—,—,—,—,—,—,—,—,0,0,0,0,0,0,0,—,—,—,1,False,—,—,—,—
24,520200,2024-05-11T1800,2024年05月11日 18时,六盘水市,黄土坡,2577A,0.4,0.4,26.5917,104.83,各类人群可正常活动,9,12,87,—,90,85,13,19,1,13,6,6,28,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
24,520200,2024-05-11T1800,2024年05月11日 18时,六盘水市,水钢,2578A,0.4,0.4,26.5939,104.89,各类人群可正常活动,18,13,78,—,91,78,19,20,6,14,8,8,25,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
24,520200,2024-05-11T1800,2024年05月11日 18时,六盘水市,民中,2579A,0.4,0.5,26.5894,104.8475,各类人群可正常活动,8,11,84,—,86,86,3,16,0,10,6,6,27,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
24,520200,2024-05-11T1800,2024年05月11日 18时,六盘水市,双水,2580A,0.4,0.4,26.5506,104.9544,各类人群可正常活动,7,7,92,—,95,92,5,12,5,10,6,6,29,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
13,350800,2024-05-11T1800,2024年05月11日 18时,龙岩市,龙岩师专,2335A,—,—,25.1181,117.0189,—,—,—,—,—,—,—,—,—,—,—,—,—,—,0,0,0,0,0,0,0,—,—,—,1,False,—,—,—,—
